,Id,lid,Output_Voucher_No,Output_Voucher_Date,Output_Item_Code,FG_Name,Output_Item_Name,Output_Batch_No,Output_Purity,Output_Recovery,Output_UOM,Output_Quantity,JobWork_Rate,JobWork_Value,Output_Rate,Output_Value,Consume_lid,Consume_Voucher_No,Consume_Voucher_Date,Consume_Item_Code,Consume_Item_Name,Consume_Batch_No,Consume_UOM,Consume_Quantity,Consume_Rate,Consume_Value
1146,1147,306573,SSM2324JWGRN00158,31/07/2023,26000239,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),ACMBA (STAGE-I) WET POWDER,#003+004/23,0,0,KGS,0.0,335.0,0.0,0.0,0.0,,,,,,,,,,
1147,1148,149495,SSM2223JWGRN00159,29/11/2022,26000204,DIMETHYL-2-METHYL GLUTARATE,MGN PURE,#165/22,,,KGS,7570.0,16.0,121120.0,195.46,1479630.89,,,,,,,,,,
1148,1149,306709,SSM2324JWGRN00159,31/07/2023,26000197,DIMETHYL-2-METHYL GLUTARATE,MGDM METHANOL RESIDUE,#125/23,0,0,KGS,4258.0,0.0,0.0,5.0,21290.0,,,,,,,,,,
1149,1150,297028,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,306709.0,SSM2324JWGRN00159,2023-07-31,26000157,MGDM RECOVERED METHANOL,24CMGDM3010030,KGS,3288.0,10.49,16440.0
1150,1151,298660,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,306709.0,SSM2324JWGRN00159,2023-07-31,26000157,MGDM RECOVERED METHANOL,24CMGDM4020026,KGS,189.0,5.0,945.0
1151,1152,298660,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,306709.0,SSM2324JWGRN00159,2023-07-31,26000157,MGDM RECOVERED METHANOL,24CMGDM4020028,KGS,280.0,5.0,1400.0
1152,1153,298660,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,306709.0,SSM2324JWGRN00159,2023-07-31,26000157,MGDM RECOVERED METHANOL,24CMGDM4020029,KGS,395.0,5.0,1975.0
1153,1154,298660,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,306709.0,SSM2324JWGRN00159,2023-07-31,26000157,MGDM RECOVERED METHANOL,24CMGDM4020030,KGS,106.0,18.63,530.0
1154,1155,150910,SSM2223JWGRN00160,19/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,#AAL/361/22-23,,,KGS,2675.0,13.5,36112.5,22.73,60812.5,,,,,,,,,,
1155,1156,136515,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150910.0,SSM2223JWGRN00160,2022-11-19,26000157,MGDM RECOVERED METHANOL,23CMGDM3010017,KGS,370.0,70.95,1850.0
1156,1157,136525,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150910.0,SSM2223JWGRN00160,2022-11-19,26000157,MGDM RECOVERED METHANOL,23CMGDM3010018,KGS,4570.0,5.76,22850.0
1157,1158,306745,SSM2324JWGRN00160,31/07/2023,26000008,"2,3 DI CHLORO PYRIDINE","2,3 DCP CRUDE",#26 TO 29/23,0,0,KGS,1267.0,50.0,63350.0,573.59,726741.64,,,,,,,,,,
1158,1159,240600,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23DDCPY1050072,KGS,90.0,1316.42,16180.61
1159,1160,240600,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23BDCPY1050008,KGS,237.0,109.53,25957.9
1160,1161,240600,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23BDCPY1050009,KGS,720.0,78.45,56483.08
1161,1162,240600,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23EDCPY1110101,KGS,717.0,14.0,10037.93
1162,1163,240600,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23EDCPY1110102,KGS,636.0,15.71,9994.42
1163,1164,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23EDCPY1110102,KGS,64.0,15.72,1005.73
1164,1165,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23EDCPY1110103,KGS,400.0,21.11,8444.29
1165,1166,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23DDCPY1050075,KGS,700.0,136.29,95404.93
1166,1167,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",23DDCPY1110164,KGS,450.0,71.59,32217.11
1167,1168,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",24DDCPY1040001	,KGS,400.0,77.88,31151.0
1168,1169,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",24EDCPY1040001	,KGS,450.0,31.11,14000.42
1169,1170,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",24EDCPY1040002,KGS,100.0,123.0,12299.69
1170,1171,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",24EDCPY1040003,KGS,200.0,57.5,11500.4
1171,1172,240787,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,306745.0,SSM2324JWGRN00160,2023-07-31,26000009,"2,3 DCP IIND CROP",24DDCPY1040002,KGS,236.0,118.65,14685.02
1172,1173,150939,SSM2223JWGRN00161,21/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,#AAL/368/22-23,,,KGS,3563.0,13.5,48100.5,22.38,79730.5,,,,,,,,,,
1173,1174,136525,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM3010018,KGS,690.0,38.12,3450.0
1174,1175,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM4040009,KGS,75.0,5.0,375.0
1175,1176,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM4040010,KGS,100.0,5.0,500.0
1176,1177,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM4020017,KGS,240.0,5.0,1200.0
1177,1178,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM4020018,KGS,100.0,5.0,500.0
1178,1179,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM3010019,KGS,4683.0,5.55,23415.0
1179,1180,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,150939.0,SSM2223JWGRN00161,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM3010013,KGS,438.0,44.43,2190.0
1180,1181,307610,SSM2324JWGRN00161,05/08/2023,28000035,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),ACMBA SFG,#054/23,0,0,KGS,366.0,20.0,7320.0,2091.01,765310.47,,,,,,,,,,
1181,1182,306351,,,,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),,,,,,,,,,,307610.0,SSM2324JWGRN00161,2023-08-05,26000240,ACMBA (STAGE-II) WET POWDER,24AACMB2020001,KGS,551.0,1374.74,757480.48
1182,1183,152219,SSM2223JWGRN00162,22/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,AAL/370/22-23,,,KGS,2810.0,13.5,37935.0,22.56,63380.0,,,,,,,,,,
1183,1184,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM3010013,KGS,3454.0,5.63,17270.0
1184,1185,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM4020015,KGS,651.0,5.0,3255.0
1185,1186,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM4040008,KGS,241.0,5.0,1205.0
1186,1187,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM4020016,KGS,328.0,5.0,1640.0
1187,1188,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM4040009,KGS,69.0,5.0,345.0
1188,1189,140492,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM3010020,KGS,109.0,5.0,545.0
1189,1190,140992,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152219.0,SSM2223JWGRN00162,2022-11-22,26000157,MGDM RECOVERED METHANOL,23CMGDM3010020,KGS,237.0,108.02,1185.0
1190,1191,307704,SSM2324JWGRN00162,16/07/2023,31000040,"4-HYDROXY-3-(2,4,6-TRIMETHYLPHENYL)-1-OXASPIRO[4.4]NON-3-EN-2-ONE","4-HYDROXY-3-(2,4,6-TRIMETHYLPHENYL)-1-OXASPIRO[4.4]NON-3-EN-2-ONE",#20+21/23,0,0,KGS,1820.0,228.0,414960.0,1999.28,3638693.06,,,,,,,,,,
1191,1192,258667,,,,C-5 HYDROXY ESTER,,,,,,,,,,,307704.0,SSM2324JWGRN00162,2023-07-16,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020082,KGS,1853.0,990.65,1459879.65
1192,1193,258667,,,,"2,4,6 TRIMETHYL PHENYL ACETYL CHLORIDE",,,,,,,,,,,307704.0,SSM2324JWGRN00162,2023-07-16,28000003,"2,4,6 TMPAC SFG",24ATMPA4020013,KGS,812.0,1836.12,605317.83
1193,1194,263344,,,,"2,4,6 TRIMETHYL PHENYL ACETYL CHLORIDE",,,,,,,,,,,307704.0,SSM2324JWGRN00162,2023-07-16,28000003,"2,4,6 TMPAC SFG",24ATMPA4020014,KGS,1209.0,1657.46,748894.97
1194,1195,152232,SSM2223JWGRN00163,25/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,AAL/373/22-23,,,KGS,3035.0,13.5,40972.5,21.31,64662.5,,,,,,,,,,
1195,1196,140992,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152232.0,SSM2223JWGRN00163,2022-11-25,26000157,MGDM RECOVERED METHANOL,23CMGDM3010020,KGS,4738.0,5.4,23690.0
1196,1197,307722,SSM2324JWGRN00163,30/07/2023,31000040,"4-HYDROXY-3-(2,4,6-TRIMETHYLPHENYL)-1-OXASPIRO[4.4]NON-3-EN-2-ONE","4-HYDROXY-3-(2,4,6-TRIMETHYLPHENYL)-1-OXASPIRO[4.4]NON-3-EN-2-ONE",#22+23/23,0,0,KGS,1825.0,228.0,416100.0,1918.53,3501318.64,,,,,,,,,,
1197,1198,258667,,,,C-5 HYDROXY ESTER,,,,,,,,,,,307722.0,SSM2324JWGRN00163,2023-07-30,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020082,KGS,284.0,6463.67,223748.42
1198,1199,258667,,,,C-5 HYDROXY ESTER,,,,,,,,,,,307722.0,SSM2324JWGRN00163,2023-07-30,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020081,KGS,663.0,763.56,506240.53
1199,1200,258667,,,,C-5 HYDROXY ESTER,,,,,,,,,,,307722.0,SSM2324JWGRN00163,2023-07-30,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020082,KGS,212.0,787.85,167023.47
1200,1201,263344,,,,C-5 HYDROXY ESTER,,,,,,,,,,,307722.0,SSM2324JWGRN00163,2023-07-30,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020082,KGS,244.0,787.85,192234.56
1201,1202,263344,,,,C-5 HYDROXY ESTER,,,,,,,,,,,307722.0,SSM2324JWGRN00163,2023-07-30,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020083,KGS,456.0,4215.16,300062.77
1202,1203,263344,,,,"2,4,6 TRIMETHYL PHENYL ACETYL CHLORIDE",,,,,,,,,,,307722.0,SSM2324JWGRN00163,2023-07-30,28000003,"2,4,6 TMPAC SFG",24ATMPA4020014,KGS,2026.0,989.08,1254972.04
1203,1204,152248,SSM2223JWGRN00164,27/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,AAL/374/22-23,,,KGS,2700.0,13.5,36450.0,22.34,60310.0,,,,,,,,,,
1204,1205,140992,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152248.0,SSM2223JWGRN00164,2022-11-27,26000157,MGDM RECOVERED METHANOL,23CMGDM3010020,KGS,145.0,176.55,725.0
1205,1206,143703,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152248.0,SSM2223JWGRN00164,2022-11-27,26000157,MGDM RECOVERED METHANOL,23CMGDM3010021,KGS,4627.0,5.5,23135.0
1206,1207,307779,SSM2324JWGRN00164,05/08/2023,28000035,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),ACMBA SFG,#01/23,0,0,KGS,800.0,175.0,140000.0,2548.32,2038653.0,,,,,,,,,,
1207,1208,307779,SSM2324JWGRN00164,05/08/2023,28000035,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),ACMBA SFG,#01/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1208,1209,305534,,,,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),,,,,,,,,,,307779.0,SSM2324JWGRN00164,2023-08-05,26000233,ACMBA (STAGE-I) DRY POWDER,24AACMB1010001,KGS,34.0,11451.81,73546.07
1209,1210,307658,,,,2-AMINO-5-CHLORO-3-METHYLBENZOIC ACID (ACMBA),,,,,,,,,,,307779.0,SSM2324JWGRN00164,2023-08-05,28000035,ACMBA SFG,#054/23,KGS,307.0,2492.87,641940.75
1210,1211,152256,SSM2223JWGRN00165,27/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,AAL/375/22-23,,,KGS,2425.0,13.5,32737.5,23.47,56912.5,,,,,,,,,,
1211,1212,143703,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152256.0,SSM2223JWGRN00165,2022-11-27,26000157,MGDM RECOVERED METHANOL,23CMGDM3010021,KGS,463.0,54.97,2315.0
1212,1213,143705,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152256.0,SSM2223JWGRN00165,2022-11-27,26000157,MGDM RECOVERED METHANOL,23CMGDM3010022,KGS,4372.0,6.04,21860.0
1213,1214,308379,SSM2324JWGRN00165,26/07/2023,28000032,"2,4 DICHLORO BENZALDEHYDE","2,4 DICHLORO BENZALDEHYDE SFG",#011(P-III)+012(P-I)/23,0,0,KGS,422.0,50.0,21100.0,394.38,166426.28,,,,,,,,,,
1214,1215,152308,SSM2223JWGRN00166,21/11/2022,26000197,DIMETHYL-2-METHYL GLUTARATE,MGDM METHANOL RESIDUE,#AAL/CHALLAN/061,,,KGS,203.0,0.0,0.0,5.0,1015.0,,,,,,,,,,
1215,1216,129339,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152308.0,SSM2223JWGRN00166,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM3010014,KGS,203.0,151.77,1015.0
1216,1217,308913,SSM2324JWGRN00166,01/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#26(P-II)+20 TO 25/23,0,0,KGS,900.0,335.0,301500.0,1415.0,1273504.13,,,,,,,,,,
1217,1218,308913,SSM2324JWGRN00166,01/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#26(P-II)+20 TO 25/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
1218,1219,196594,,,,"2,6 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,308913.0,SSM2324JWGRN00166,2023-07-01,26000164,"2,6 DCBN (STAGE-I) DRY POWDER",23BDMBA1010032,KGS,81.0,12342.87,99485.98
1219,1220,207085,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,308913.0,SSM2324JWGRN00166,2023-07-01,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA2010018,KGS,114.0,23472.83,173227.09
1220,1221,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,308913.0,SSM2324JWGRN00166,2023-07-01,26000056,"2,6 DMBA (STAGE-III) IIND CROP",23BDMBA3190004,KGS,9.0,676.15,190.83
1221,1222,152320,SSM2223JWGRN00167,21/11/2022,26000197,DIMETHYL-2-METHYL GLUTARATE,MGDM METHANOL RESIDUE,#AAL/CHALLAN/063,,,KGS,210.0,0.0,0.0,5.0,1050.0,,,,,,,,,,
1222,1223,129339,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152320.0,SSM2223JWGRN00167,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM3010014,KGS,15.0,2054.0,75.0
1223,1224,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152320.0,SSM2223JWGRN00167,2022-11-21,26000157,MGDM RECOVERED METHANOL,23CMGDM3010019,KGS,195.0,133.33,975.0
1224,1225,309018,SSM2324JWGRN00167,05/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#26(P-III)+27(P-I)/23,0,0,KGS,900.0,335.0,301500.0,1414.58,1273126.11,,,,,,,,,,
1225,1226,309018,SSM2324JWGRN00167,05/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#26(P-III)+27(P-I)/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
1226,1227,196594,,,,"2,6 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,309018.0,SSM2324JWGRN00167,2023-07-05,26000164,"2,6 DCBN (STAGE-I) DRY POWDER",23BDMBA1010032,KGS,81.0,12342.87,99485.98
1227,1228,207085,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309018.0,SSM2324JWGRN00167,2023-07-05,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA2010018,KGS,114.0,23472.83,173227.09
1228,1229,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309018.0,SSM2324JWGRN00167,2023-07-05,26000056,"2,6 DMBA (STAGE-III) IIND CROP",23BDMBA3190004,KGS,9.0,676.15,190.83
1229,1230,152326,SSM2223JWGRN00168,25/11/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,#AAL/CHALLAN/064,,,KGS,346.0,0.0,0.0,5.0,1730.0,,,,,,,,,,
1230,1231,143705,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152326.0,SSM2223JWGRN00168,2022-11-25,26000157,MGDM RECOVERED METHANOL,23CMGDM3010022,KGS,346.0,76.3,1730.0
1231,1232,309066,SSM2324JWGRN00168,06/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#27(P-II)+28+BLEND01/23,0,0,KGS,1350.0,335.0,452250.0,1414.77,1909933.33,,,,,,,,,,
1232,1233,309066,SSM2324JWGRN00168,06/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#27(P-II)+28+BLEND01/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
1233,1234,196594,,,,"2,6 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,309066.0,SSM2324JWGRN00168,2023-07-06,26000164,"2,6 DCBN (STAGE-I) DRY POWDER",23BDMBA1010032,KGS,121.0,8262.58,148614.86
1234,1235,207085,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309066.0,SSM2324JWGRN00168,2023-07-06,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA2010018,KGS,172.0,15557.57,261360.18
1235,1236,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309066.0,SSM2324JWGRN00168,2023-07-06,26000056,"2,6 DMBA (STAGE-III) IIND CROP",23BDMBA3190004,KGS,13.0,468.1,275.64
1236,1237,152328,SSM2223JWGRN00169,27/11/2022,26000197,DIMETHYL-2-METHYL GLUTARATE,MGDM METHANOL RESIDUE,#AAL/CHALLAN/067,,,KGS,714.0,0.0,0.0,5.0,3570.0,,,,,,,,,,
1237,1238,140200,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152328.0,SSM2223JWGRN00169,2022-11-27,26000157,MGDM RECOVERED METHANOL,23CMGDM3010019,KGS,322.0,80.75,1610.0
1238,1239,143705,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,152328.0,SSM2223JWGRN00169,2022-11-27,26000157,MGDM RECOVERED METHANOL,23CMGDM3010022,KGS,392.0,67.35,1960.0
1239,1240,309091,SSM2324JWGRN00169,06/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#29/23,0,0,KGS,900.0,335.0,301500.0,1413.59,1272228.62,,,,,,,,,,
1240,1241,309091,SSM2324JWGRN00169,06/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#29/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
1241,1242,196594,,,,"2,6 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,309091.0,SSM2324JWGRN00169,2023-07-06,26000164,"2,6 DCBN (STAGE-I) DRY POWDER",23BDMBA1010032,KGS,81.0,12342.87,99485.98
1242,1243,207085,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309091.0,SSM2324JWGRN00169,2023-07-06,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA2010018,KGS,111.0,24107.23,168668.49
1243,1244,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309091.0,SSM2324JWGRN00169,2023-07-06,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA1050002,KGS,3.0,135451.04,6005.22
1244,1245,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309091.0,SSM2324JWGRN00169,2023-07-06,26000056,"2,6 DMBA (STAGE-III) IIND CROP",23BDMBA3190004,KGS,9.0,676.15,190.83
1245,1246,152530,SSM2223JWGRN00170,30/11/2022,26000046,"2,6 DICHLORO BENZOYL CHLORIDE","2,6 DCBC CRUDE",#001/22,,,KGS,4830.0,65.0,313950.0,1940.07,9370550.0,,,,,,,,,,
1246,1247,309157,SSM2324JWGRN00170,18/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#30+31(P-I)/23,0,0,KGS,1800.0,335.0,603000.0,1470.98,2647755.01,,,,,,,,,,
1247,1248,309157,SSM2324JWGRN00170,18/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#30+31(P-I)/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
1248,1249,196594,,,,"2,6 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,309157.0,SSM2324JWGRN00170,2023-07-18,26000164,"2,6 DCBN (STAGE-I) DRY POWDER",23BDMBA1010032,KGS,161.0,6209.77,197743.74
1249,1250,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309157.0,SSM2324JWGRN00170,2023-07-18,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA1050002,KGS,200.0,2031.77,400347.91
1250,1251,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309157.0,SSM2324JWGRN00170,2023-07-18,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA1050003,KGS,29.0,5210.75,54778.02
1251,1252,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309157.0,SSM2324JWGRN00170,2023-07-18,26000056,"2,6 DMBA (STAGE-III) IIND CROP",23BDMBA3190004,KGS,18.0,338.08,381.66
1252,1253,154604,SSM2223JWGRN00171,16/11/2022,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#024+25/22,,,KGS,1800.0,335.0,603000.0,2472.83,4451102.98,,,,,,,,,,
1253,1254,309182,SSM2324JWGRN00171,15/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#31(P-II)+32+33(P-I)/23,0,0,KGS,1800.0,335.0,603000.0,1472.72,2650889.52,,,,,,,,,,
1254,1255,309182,SSM2324JWGRN00171,15/07/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#31(P-II)+32+33(P-I)/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
1255,1256,196594,,,,"2,6 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,309182.0,SSM2324JWGRN00171,2023-07-15,26000164,"2,6 DCBN (STAGE-I) DRY POWDER",23BDMBA1010032,KGS,161.0,6209.77,197743.74
1256,1257,220069,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309182.0,SSM2324JWGRN00171,2023-07-15,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA1050003,KGS,51.0,2962.98,96333.76
1257,1258,232237,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,309182.0,SSM2324JWGRN00171,2023-07-15,26000167,"2,6 DMBN (STAGE-II) WET POWDER",23BDMBA1050002,KGS,178.0,11144.58,461575.17
